#{"t_start": 1752660851.000786, "env_id": "VizdoomTakeCover-v0"}
r,l,t
-25.6,61,3568.424647
-21.4,72,3595.485245
23.9,60,3595.873208
13.0,33,3596.230252
12.4,31,3596.578321
-51.1,123,3601.358531
-22.9,68,3603.006123
-20.3,75,3603.892751
27.5,69,3639.910384
-19.6,76,3640.557652
43.5,109,3641.428323
11.2,28,3641.700594
-28.8,53,3642.254114
-51.1,123,3643.54466
4.2,136,3675.089262
4.1,136,3676.128482
4.1,136,3677.148752
32.1,81,3678.186974
25.2,63,3678.575933
-8.8,103,3703.502242
-76.0,60,3704.456688
12.3,31,3705.245579
-26.0,60,3706.664781
-26.0,60,3707.646155
-26.2,60,3708.26849
-28.4,54,3708.710308
-60.2,100,3709.564024
-27.0,58,3735.373969
-21.3,72,3736.083072
-68.0,80,3736.986654
33.1,83,3753.87846
-21.3,72,3754.580581
12.1,31,3754.836896
-21.3,72,3755.491145
-20.5,74,3784.135506
-1.1,123,3785.517807
-6.9,108,3786.532094
-18.3,80,3787.130493
-20.2,75,3787.617191
-19.7,76,3788.660399
-26.9,58,3818.550429
-23.3,67,3819.477947
-12.7,94,3820.122222
-17.1,83,3820.854264
-27.9,56,3821.813697
-21.6,71,3822.320341
-26.0,60,3822.715286
-26.0,60,3858.230263
18.8,47,3859.177729
37.9,95,3860.242879
-20.0,75,3860.938019
-26.9,58,3861.252178
-8.7,104,3862.022118
23.4,59,3862.996511
17.3,44,3889.623271
0.9,128,3891.091344
-26.8,58,3891.944061
-27.0,58,3892.529495
11.6,29,3907.594188
-26.9,58,3908.74112
22.8,57,3909.824222
-21.3,72,3911.113772
10.6,27,3937.351573
-25.8,61,3937.896115
-22.5,69,3938.775761
-19.7,76,3939.215585
-6.0,110,3940.029407
-22.9,68,3940.726543
-27.4,57,3941.511442
-19.4,77,3972.462631
-27.0,58,3973.41608
-21.6,71,3973.970597
28.6,72,3974.497189
20.3,51,3975.159416
19.7,50,3975.630157
-26.8,58,3976.393115
-73.1,68,3976.862859
-8.7,104,4003.923457
47.4,119,4006.659138
-22.9,68,4007.926747
-18.3,80,4008.930062
