#{"t_start": 1752325840.006835, "env_id": "VizdoomHealthGathering-v0"}
r,l,t
93.6,144,13695.470149
61.0,120,13696.066554
94.6,144,13696.994074
51.4,96,13697.424922
51.4,96,13727.853569
51.4,96,13728.42903
61.0,120,13729.273771
61.0,120,13729.975894
51.4,96,13730.353883
66.0,120,13763.027527
51.4,96,13763.612961
70.6,144,13779.049689
61.0,120,13779.653076
51.4,96,13808.771225
51.4,96,13809.306795
51.4,96,13809.940101
51.4,96,13810.397877
51.4,96,13810.848671
61.0,120,13851.045201
51.4,96,13851.738348
51.4,96,13852.383623
51.4,96,13852.851372
51.4,96,13853.440797
61.0,120,13883.115458
51.4,96,13883.534338
51.4,96,13884.392045
61.0,120,13885.041309
51.4,96,13885.592834
61.0,120,13914.147491
51.4,96,13914.587315
51.4,96,13929.608155
51.4,96,13930.050971
51.4,96,13930.478826
51.4,96,13962.979932
51.4,96,13965.631841
51.4,96,13966.1335
62.6,104,13966.697991
61.0,120,13967.185687
51.4,96,13994.077788
51.4,96,13994.607372
51.4,96,13996.125314
51.4,96,13997.881618
101.6,144,13998.552824
51.4,96,14026.203895
51.4,96,14026.601831
51.4,96,14027.094514
51.4,96,14027.617116
51.4,96,14028.062924
51.4,96,14058.472621
85.0,120,14059.337309
99.6,144,14076.567243
51.4,96,14077.715173
61.0,120,14117.322279
51.4,96,14117.836904
51.4,96,14118.236835
51.4,96,14119.055645
51.4,96,14119.986157
51.4,96,14169.352173
51.4,96,14169.869788
51.4,96,14170.742455
51.4,96,14171.345842
51.4,96,14171.855479
51.4,96,14172.243441
51.4,96,14208.258153
84.6,144,14212.520756
51.4,96,14215.245472
68.0,120,14218.462869
51.4,96,14257.362866
51.4,96,14259.218903
51.4,96,14260.137448
79.6,144,14277.48008
94.2,128,14309.448609
51.4,96,14310.794011
51.4,96,14311.433302
51.4,96,14311.870135
51.4,96,14312.431633
51.4,96,14312.886417
61.0,120,14348.989891
51.4,96,14349.86156
51.4,96,14350.373192
51.4,96,14350.981565
51.4,96,14352.66307
51.4,96,14390.38721
61.0,120,14391.140197
51.4,96,14391.772506
85.0,120,14392.411797
71.6,144,14436.390216
64.0,120,14438.036814
51.4,96,14439.168787
64.0,120,14452.692629
51.4,96,14453.251137
51.4,96,14486.937074
51.4,96,14489.889181
61.0,120,14490.966301
51.4,96,14491.532786
51.4,96,14492.172077
51.4,96,14521.733042
51.4,96,14523.673853
105.8,152,14524.588408
73.8,112,14525.190798
51.4,96,14556.77635
51.4,96,14557.975145
51.4,96,14560.572203
51.4,96,14562.789274
51.4,96,14564.311205
70.6,144,14596.00447
61.0,120,14597.080592
51.4,96,14597.56031
51.4,96,14598.498801
51.4,96,14612.759673
61.0,120,14641.194648
51.4,96,14641.699299
61.0,120,14642.619838
95.6,144,14643.46059
51.4,96,14672.774217
51.4,96,14674.032852
51.4,96,14675.061103
51.4,96,14676.260895
51.4,96,14677.557429
51.4,96,14708.523637
51.4,96,14709.035269
61.0,120,14709.921899
51.4,96,14710.46744
51.4,96,14711.111719
51.4,96,14739.505803
51.4,96,14740.063312
51.4,96,14740.78239
61.0,120,14741.461573
51.4,96,14754.564541
61.0,120,14783.31268
85.6,144,14784.306024
51.4,96,14784.724904
51.4,96,14785.288398
61.0,120,14812.918525
51.4,96,14813.514931
88.4,136,14814.216057
70.6,144,14814.922169
61.0,120,14847.357449
51.4,96,14849.551584
61.0,120,14852.849765
51.4,96,14855.169564
61.0,120,14857.910235
61.0,120,14895.755053
51.4,96,14896.351458
51.4,96,14897.079511
51.4,96,14897.569202
51.4,96,14898.111752
51.4,96,14950.706135
51.4,96,14951.274615
51.4,96,14951.903932
51.4,96,14952.571149
61.0,120,14953.138631
51.4,96,14994.066207
